GEOID,place,state,state_abbr,county,ua_name,ua_pop,congressio,cbg_pop,acs_pop,land_area,biome,cnpysource,tc_goal,treecanopy,tc_gap,priority_i,pctpoc,pctpocnorm,pctpov,pctpovnorm,unemplrate,unemplnorm,dep_ratio,dep_perc,depratnorm,linguistic,lingnorm,health_nor,temp_diff,temp_norm,tes,tesctyscor,holc_grade,child_perc,seniorperc
230010101001,Auburn,Maine,ME,Androscoggin County,"Lewiston, ME",60634,ME Congressional District 2,1791,1495.0,0.8888297649,Forest,Google,0.5,-1,-1,0.501035666012023,0.210033444816053,0.344982469746175,0.548005908419498,0.587245837664351,0.136206896551724,0.337054354178843,0.637458926615553,0.389297658862876,0.318729463307777,0.021023125437982,0.264414567364306,0.681722177340384,7.97,0.585017421602787,67,88.0,,0.139130434782609,0.250167224080267
230010102001,Auburn,Maine,ME,Androscoggin County,"Lewiston, ME",60634,ME Congressional District 2,191,11.0,2.0333964539,Forest,Google,0.5,-1,-1,0.368636021217684,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,0.014345619068638,0.180429435708646,0.207916544261653,11.3,0.701045296167247,67,88.0,,0.0,1.0
230010102002,Auburn,Maine,ME,Androscoggin County,"Lewiston, ME",60634,ME Congressional District 2,483,2062.0,1.2837701046,Forest,Google,0.5,-1,-1,0.276360678352279,0.05819592628516,0.095587511772727,0.079617834394904,0.08531886451207,0.013457556935818,0.033301751061515,1.226781857451404,0.550921435499515,0.613390928725702,0.014345619068638,0.180429435708646,0.207916544261653,-4.35,0.155749128919861,100,88.0,,0.293889427740058,0.257032007759457
230010102003,Auburn,Maine,ME,Androscoggin County,"Lewiston, ME",60634,ME Congressional District 2,1753,1711.0,1.3469876212,Forest,Google,0.5,-1,-1,0.31422277584288,0.165984804208065,0.272632045559141,0.27797619047619,0.297880658436214,0.024084778420039,0.059599621175011,0.459897610921502,0.315020455873758,0.229948805460751,0.014345619068638,0.180429435708646,0.207916544261653,3.17,0.417770034843206,98,88.0,,0.07364114552893,0.241379310344828
230010102004,Auburn,Maine,ME,Androscoggin County,"Lewiston, ME",60634,ME Congressional District 2,898,859.0,0.5869888537,Forest,Google,0.5,-1,-1,0.369208665676473,0.018626309662398,0.03059393857592,0.376018626309662,0.402943416835539,0.110599078341014,0.273685854877763,0.789583333333333,0.441210710128056,0.394791666666667,0.014345619068638,0.180429435708646,0.207916544261653,8.5,0.603484320557491,82,88.0,,0.378346915017462,0.062863795110594
230010103001,Auburn,Maine,ME,Androscoggin County,"Lewiston, ME",60634,ME Congressional District 2,1401,1532.0,0.9253023149,Forest,Google,0.5,-1,-1,0.29396970250433,0.045039164490862,0.073977371627502,0.285900783289817,0.306372691229088,0.035935563816605,0.088925293512276,0.733031674208145,0.422976501305483,0.366515837104072,0.0,0.0,0.34672964404622,0.54,0.326132404181185,100,88.0,,0.253263707571801,0.169712793733681
230010103002,Auburn,Maine,ME,Androscoggin County,"Lewiston, ME",60634,ME Congressional District 2,690,655.0,0.1150270136,Forest,Google,0.4,-1,-1,0.436465657933841,0.280916030534351,0.461407972858354,0.455696202531646,0.488326300984529,0.080971659919028,0.200370548274206,0.955223880597015,0.488549618320611,0.477611940298507,0.0,0.0,0.34672964404622,9.62,0.642508710801394,83,88.0,,0.287022900763359,0.201526717557252
230010103003,Auburn,Maine,ME,Androscoggin County,"Lewiston, ME",60634,ME Congressional District 2,660,520.0,0.1408903262,Forest,Google,0.4,-1,-1,0.52409327181022,0.225,0.369565217391304,0.751923076923077,0.805764482431149,0.404109589041096,1.0,0.212121212121212,0.175,0.106060606060606,0.0,0.0,0.34672964404622,10.42,0.670383275261324,79,88.0,,0.109615384615385,0.065384615384615
230010104001,Auburn,Maine,ME,Androscoggin County,"Lewiston, ME",60634,ME Congressional District 2,673,747.0,0.7797005956,Forest,Google,0.5,-1,-1,0.288483845743741,0.092369477911646,0.151717983043284,0.279494382022472,0.299507559994451,0.03125,0.077330508474576,0.579281183932347,0.366800535475234,0.289640591966173,0.010388437217705,0.1306586949031,0.218523856737172,-0.25,0.298606271777003,100,88.0,,0.21285140562249,0.153949129852744
230010104002,Auburn,Maine,ME,Androscoggin County,"Lewiston, ME",60634,ME Congressional District 2,817,699.0,0.7901047636,Forest,Google,0.5,-1,-1,0.306559521776047,0.01859799713877,0.030547434913921,0.297345132743363,0.318636512618813,0.009009009009009,0.022293479920599,0.936288088642659,0.483547925608011,0.46814404432133,0.010388437217705,0.1306586949031,0.218523856737172,3.17,0.417770034843206,98,88.0,,0.145922746781116,0.337625178826896
230010104003,Auburn,Maine,ME,Androscoggin County,"Lewiston, ME",60634,ME Congressional District 2,652,854.0,0.7906958618,Forest,Google,0.5,-1,-1,0.268843270812072,0.135831381733021,0.223104684972112,0.100702576112412,0.107913377858733,0.033707865168539,0.083412683298419,0.65183752417795,0.394613583138173,0.325918762088975,0.010388437217705,0.1306586949031,0.218523856737172,-2.4,0.223693379790941,99,88.0,,0.15807962529274,0.236533957845433
230010105001,Auburn,Maine,ME,Androscoggin County,"Lewiston, ME",60634,ME Congressional District 2,709,786.0,0.2918972169,Forest,Google,0.5,-1,-1,0.432459782762126,0.108142493638677,0.17762535187029,0.543741588156124,0.582676171011748,0.148247978436658,0.366850929690712,0.926470588235294,0.480916030534351,0.463235294117647,0.016868740115972,0.212163535479242,0.435511836564826,1.16,0.347735191637631,89,88.0,,0.400763358778626,0.080152671755725
