GEOID,place,state,state_abbr,county,ua_name,ua_pop,congressio,cbg_pop,acs_pop,land_area,biome,cnpysource,tc_goal,treecanopy,tc_gap,priority_i,pctpoc,pctpocnorm,pctpov,pctpovnorm,unemplrate,unemplnorm,dep_ratio,dep_perc,depratnorm,linguistic,lingnorm,health_nor,temp_diff,temp_norm,tes,tesctyscor,holc_grade,child_perc,seniorperc
500019604004,Weybridge,Vermont,VT,Addison County,"Middlebury, VT",5978,VT Congressional District (at Large),101,730.0,0.5454513001,Forest,Google,0.5,-1,-1,0.25065058076309,0.043835616438356,0.149936009859221,0.106849315068493,0.158425785885521,0.026258205689278,0.073250787212467,0.7096018735363,0.415068493150685,0.469413225177488,0.000207511931936,0.017611738481407,0.260466241832701,-3.65,0.042622950819672,100,100.0,,0.167123287671233,0.247945205479452
500019607001,Middlebury,Vermont,VT,Addison County,"Middlebury, VT",5978,VT Congressional District (at Large),14,1051.0,0.4843541028,Forest,Google,0.5,-1,-1,0.409621440963846,0.069457659372027,0.237574035602935,0.213130352045671,0.361519980055922,0.016977928692699,0.047362209615305,0.968164794007491,0.491912464319696,0.658776270243634,0.004321988114533,0.366811313849527,0.355795084832352,0.47,0.380327868852459,59,84.0,,0.175071360608944,0.316841103710752
500019607002,Middlebury,Vermont,VT,Addison County,"Middlebury, VT",5978,VT Congressional District (at Large),82,817.0,0.0721789176,Forest,Google,0.5,-1,-1,0.446495407902053,0.062423500611995,0.213514291885665,0.336597307221542,0.597455030007508,0.020253164556962,0.056498919419574,0.819599109131403,0.450428396572827,0.54997161090112,0.004321988114533,0.366811313849527,0.355795084832352,2.6,0.554918032786885,95,84.0,,0.17625458996328,0.274173806609547
500019607003,Middlebury,Vermont,VT,Addison County,"Middlebury, VT",5978,VT Congressional District (at Large),1366,1157.0,3.4108479316,Forest,Google,0.5,-1,-1,0.317922340592625,0.063094209161625,0.215808393620298,0.100788781770377,0.146844612409691,0.021812080536913,0.060847724668522,0.53042328042328,0.346585998271392,0.338188670857334,0.004321988114533,0.366811313849527,0.355795084832352,-1.6,0.210655737704918,98,84.0,,0.167675021607606,0.178910976663786
500019607004,Middlebury,Vermont,VT,Addison County,"Middlebury, VT",5978,VT Congressional District (at Large),53,836.0,0.1019381007,Forest,Google,0.5,-1,-1,0.559017168785078,0.270334928229665,0.924657704342643,0.309808612440191,0.546264069378627,0.053691275167785,0.149779014568669,0.878651685393258,0.467703349282297,0.59321979064618,0.004321988114533,0.366811313849527,0.355795084832352,3.56,0.633606557377049,75,84.0,,0.257177033492823,0.210526315789474
500019608001,Middlebury,Vermont,VT,Addison County,"Middlebury, VT",5978,VT Congressional District (at Large),481,701.0,1.7892763673,Forest,Google,0.5,-1,-1,0.498476090691003,0.269614835948645,0.922194689741299,0.413694721825963,0.744781756741163,0.084507042253521,0.235743730676743,0.665083135391924,0.399429386590585,0.43680915417551,0.0,0.0,0.369565217391304,0.59,0.390163934426229,93,84.0,,0.165477888730385,0.2339514978602
500019608002,Middlebury,Vermont,VT,Addison County,"Middlebury, VT",5978,VT Congressional District (at Large),438,668.0,0.9702964385,Forest,Google,0.5,-1,-1,0.409853230670868,0.058383233532934,0.199694900855728,0.179640718562874,0.29752408465728,0.039285714285714,0.109592770034843,1.107255520504732,0.525449101796407,0.760641779273243,0.0,0.0,0.369565217391304,4.04,0.672950819672131,73,84.0,,0.11377245508982,0.411676646706587
500019608003,Middlebury,Vermont,VT,Addison County,"Middlebury, VT",5978,VT Congressional District (at Large),1787,1977.0,0.9477983913,Forest,Google,0.5,-1,-1,0.426370461028873,0.292362164896308,1.0,0.298941798941799,0.525498495449103,0.085185185185185,0.237635501355013,0.068648648648649,0.064238745574102,0.0,0.0,0.0,0.369565217391304,0.78,0.405737704918033,96,84.0,,0.032878098128477,0.031360647445625
500019608004,Middlebury,Vermont,VT,Addison County,"Middlebury, VT",5978,VT Congressional District (at Large),1656,1822.0,2.2013919622,Forest,Google,0.5,-1,-1,0.363958203997962,0.223929747530187,0.765932717763285,0.075664621676892,0.098834438689893,0.095577746077033,0.266626944086845,0.298645759087669,0.229967069154775,0.16844237800911,0.0,0.0,0.369565217391304,0.51,0.383606557377049,85,84.0,,0.047200878155873,0.182766190998902
500039708003,Shaftsbury,Vermont,VT,Bennington County,"Bennington, VT",13750,VT Congressional District (at Large),996,1696.0,3.0930406993,Forest,Google,0.5,-1,-1,0.217379084637657,0.053066037735849,0.22355884614558,0.064268867924528,0.0,0.0,0.0,0.967517401392111,0.491745283018868,0.399989406774906,0.0,0.0,0.144345238095238,-2.0,0.145054945054945,100,100.0,,0.234669811320755,0.257075471698113
500039709001,Bennington,Vermont,VT,Bennington County,"Bennington, VT",13750,VT Congressional District (at Large),593,676.0,1.5091719771,Forest,Google,0.5,-1,-1,0.400838791753072,0.146449704142012,0.718866947409099,0.315233785822021,0.357563069754095,0.031976744186046,0.098187414500684,0.568445475638051,0.362426035502959,0.066155588442432,0.0,0.0,0.964285714285714,-2.14,0.134798534798535,100,74.0,,0.202662721893491,0.159763313609467
500039709002,Bennington,Vermont,VT,Bennington County,"Bennington, VT",13750,VT Congressional District (at Large),850,1778.0,2.6287438603,Forest,Google,0.5,-1,-1,0.51077684821635,0.126546681664792,0.613301074361022,0.487064116985377,0.602378883862135,0.057488653555219,0.176523983269556,0.893503727369542,0.471878515185602,0.338075085537996,0.0,0.0,0.964285714285714,2.85,0.5003663003663,64,74.0,,0.377952755905512,0.09392575928009
