GEOID,place,state,state_abbr,county,ua_name,ua_pop,congressio,cbg_pop,acs_pop,land_area,biome,cnpysource,tc_goal,treecanopy,tc_gap,priority_i,pctpoc,pctpocnorm,pctpov,pctpovnorm,unemplrate,unemplnorm,dep_ratio,dep_perc,depratnorm,linguistic,lingnorm,health_nor,temp_diff,temp_norm,tes,tesctyscor,holc_grade,child_perc,seniorperc
090010111001,Greenwich,Connecticut,CT,Fairfield County,"Bridgeport--Stamford, CT--NY",863653,CT Congressional District 4,2458,2310.0,1.7012691354,Forest,Google,0.5,-1,-1,0.331131738583652,0.394805194805195,0.394805194805195,0.128138528138528,0.128138528138528,0.088135593220339,0.172792149866191,0.888798037612428,0.470562770562771,0.444399018806214,0.015923566878981,0.041290179232706,0.09104145402146,7.56,0.525224775224775,99,93.0,,0.378787878787879,0.091774891774892
090010111002,Greenwich,Connecticut,CT,Fairfield County,"Bridgeport--Stamford, CT--NY",863653,CT Congressional District 4,1228,1527.0,1.0192024775,Forest,Google,0.5,-1,-1,0.249687844172624,0.112639161755075,0.112639161755075,0.012442698100851,0.012442698100851,0.040559440559441,0.079517850570482,0.804964539007092,0.445972495088409,0.402482269503546,0.015923566878981,0.041290179232706,0.09104145402146,3.54,0.424825174825175,98,93.0,,0.261951538965291,0.184020956123117
090010111003,Greenwich,Connecticut,CT,Fairfield County,"Bridgeport--Stamford, CT--NY",863653,CT Congressional District 4,1363,1311.0,1.6152100792,Forest,Google,0.5,-1,-1,0.256758022326773,0.135774218154081,0.135774218154081,0.057971014492754,0.057971014492754,0.0,0.0,1.032558139534884,0.508009153318078,0.516279069767442,0.015923566878981,0.041290179232706,0.09104145402146,1.62,0.376873126873127,96,93.0,,0.394355453852021,0.113653699466056
090010112001,Greenwich,Connecticut,CT,Fairfield County,"Bridgeport--Stamford, CT--NY",863653,CT Congressional District 4,995,1004.0,3.0057148727,Forest,Google,0.5,-1,-1,0.270495853501593,0.215139442231076,0.215139442231076,0.134462151394422,0.134462151394422,0.035643564356436,0.069880145909328,0.7521815008726,0.429282868525896,0.3760907504363,0.0,0.0,0.141395481485929,2.11,0.389110889110889,94,93.0,,0.220119521912351,0.209163346613546
090010112002,Greenwich,Connecticut,CT,Fairfield County,"Bridgeport--Stamford, CT--NY",863653,CT Congressional District 4,708,853.0,2.0045719162,Forest,Google,0.5,-1,-1,0.312077698868469,0.345838218053927,0.345838218053927,0.191090269636577,0.191090269636577,0.08256880733945,0.161878319652342,0.838362068965517,0.456037514654162,0.419181034482759,0.0,0.0,0.141395481485929,2.15,0.39010989010989,93,93.0,,0.336459554513482,0.11957796014068
090010113001,Greenwich,Connecticut,CT,Fairfield County,"Bridgeport--Stamford, CT--NY",863653,CT Congressional District 4,1537,1689.0,1.2182954788,Forest,Google,0.5,-1,-1,0.390910817405293,0.570751924215512,0.570751924215512,0.267021906453523,0.267021906453523,0.095667870036101,0.187559376781303,0.345816733067729,0.256956779159266,0.172908366533865,0.140834845735027,0.365188030219896,0.220189107704976,5.71,0.479020979020979,89,93.0,,0.188869153345175,0.068087625814091
090010113002,Greenwich,Connecticut,CT,Fairfield County,"Bridgeport--Stamford, CT--NY",863653,CT Congressional District 4,1226,1221.0,0.3598498317,Forest,Google,0.5,-1,-1,0.439350352799771,0.675675675675676,0.675675675675676,0.306306306306306,0.306306306306306,0.075197889182058,0.147427440633245,0.575483870967742,0.365274365274365,0.287741935483871,0.140834845735027,0.365188030219896,0.220189107704976,12.03,0.636863136863137,88,93.0,,0.237510237510238,0.127764127764128
090010201011,Stamford,Connecticut,CT,Fairfield County,"Bridgeport--Stamford, CT--NY",863653,CT Congressional District 4,2862,2588.0,0.3096766407,Forest,Google,0.2,-1,-1,0.496875793342741,0.504636785162287,0.504636785162287,0.212519319938176,0.212519319938176,0.098701298701299,0.193506493506493,0.461321287408244,0.315687789799073,0.230660643704122,0.284513805522209,0.737750914319216,0.207737569368798,26.57,1.0,87,83.0,C,0.110510046367852,0.205177743431221
090010201021,Stamford,Connecticut,CT,Fairfield County,"Bridgeport--Stamford, CT--NY",863653,CT Congressional District 4,1576,1606.0,0.2078584626,Forest,Google,0.4,-1,-1,0.485652507960699,0.704856787048568,0.704856787048568,0.522415940224159,0.522415940224159,0.0,0.0,0.760964912280702,0.432129514321295,0.380482456140351,0.170464634507251,0.442018761571127,0.207737569368798,16.24,0.742007992007992,74,83.0,D,0.151930261519303,0.280199252801992
090010201022,Stamford,Connecticut,CT,Fairfield County,"Bridgeport--Stamford, CT--NY",863653,CT Congressional District 4,810,633.0,0.1214774727,Forest,Google,0.4,-1,-1,0.452644632036483,0.635071090047393,0.635071090047393,0.406003159557662,0.406003159557662,0.0,0.0,0.562962962962963,0.360189573459716,0.281481481481481,0.170464634507251,0.442018761571127,0.207737569368798,17.38,0.770479520479521,68,83.0,C,0.213270142180095,0.146919431279621
